"id";"name";"parentid";"mdsval";"lastapperance"
"378";"HELSINKI";"377";"2187_2186";"2012-11-05 15:00:11"
"379";"WYBRZEŻE LIGURYJSKIE";"93";"44_2358";"2012-11-05 15:00:10"
"380";"BARBADOS";"276";"3022_3114";"2012-11-05 15:00:11"
"381";"MOHU";"70";"65_38914";"2012-11-05 15:00:10"
"382";"WITEBSKI";"257";"5767_39105";"2012-11-05 15:00:10"
"383";"MOSKWA";"188";"67_4110";"2012-11-05 15:00:10"
"384";"WYSPA PRASLIN";"366";"2925_4133";"2012-11-05 15:00:11"
"385";"WYBRZE?E MORZA PO?UDNIOWOCHI?SKIEGO";"98";"3030_40585";"2012-11-05 15:00:10"
"386";"RUDAWY";"1";"9_2998";"2012-11-05 15:00:10"
"387";"WYSPA POŁUDNIOWA";"72";"417_38430";"2012-11-05 15:00:11"
"388";"PRESZÓW";"10";"61_37852";"2012-11-05 15:00:10"
"389";"CASABLANCA";"127";"27_6651";"2012-11-05 15:00:10"
"390";"HOLANDIA PÓŁNOCNA";"13";"284_37849";"2012-11-05 15:00:10"
"391";"OMAN";"0";"4534:";"2012-11-05 15:00:11"
"392";"GÓRY HAJAR";"391";"4534_40553";"2012-11-05 15:00:10"
"393";"LOTARYNGIA";"22";"13_37896";"2012-11-05 15:00:10"
"394";"SAO VICENTE";"157";"801_6719";"2012-11-05 15:00:10"
"395";"JURA BERNEŃSKA";"323";"62_6543";"2012-11-05 15:00:10"
"396";"WYSPA HVAR";"7";"5_1210";"2012-11-05 15:00:10"
"397";"JEZIORO GENEWSKIE";"323";"62_5858";"2012-11-05 15:00:10"
"398";"GRODZIE?SKI";"257";"5767_39106";"2012-11-05 15:00:10"
"399";"LIMON";"252";"416_38458";"2012-11-05 15:00:10"
"400";"FLANDRIA";"202";"285_5855";"2012-11-05 15:00:10"
"401";"PÓŁNOCNA FRANCJA";"22";"13_37959";"2012-11-05 15:00:11"
"402";"DOLNY ŚLŠSK";"100";"59_3652";"2012-11-05 15:00:10"
"403";"ABU DHABI";"308";"372_1";"2012-11-05 15:00:11"
"404";"AUSTRALIA POŁUDNIOWA";"109";"411_3634";"2012-11-05 15:00:11"
"405";"LESBOS";"90";"14_1459";"2012-10-28 03:00:02"
"406";"SZWECJA";"0";"2991:";"2012-11-05 15:00:10"
"407";"PÓŁNOCNA SZWECJA";"406";"2991_38384";"2012-11-05 15:00:10"
"408";"DOLINA AOSTY";"93";"44_2697";"2012-11-05 15:00:10"
"409";"JEZIORO ISEO";"93";"44_3810";"2012-11-05 15:00:10"
"410";"ZATOKA FIŃSKA";"377";"2187_10920";"2012-11-05 15:00:10"
"411";"LONG BAY";"375";"18_38418";"2012-11-05 15:00:10"
"412";"PROWANSJA";"22";"13_5971";"2012-11-05 15:00:11"
"413";"BESKIDY";"100";"59_2442";"2012-11-05 15:00:10"
"414";"AT TAFILAH";"217";"55_38846";"2012-11-05 15:00:10"
"415";"LUKSEMBURG";"0";"5831:";"2012-11-05 15:00:10"
"416";"DIEKRICH";"415";"5831_37847";"2012-11-05 15:00:10"
"417";"POLSKA";"100";"59_1090";"2012-11-05 15:00:01"
"418";"WYSPA ELBA";"93";"44_3750";"2012-11-05 15:00:09"
"419";"OSHANA";"248";"2602_38543";"2012-11-05 15:00:10"
"420";"WYBRZE?E HAWANY";"264";"21_39746";"2012-11-05 15:00:10"
"421";"POŁUDNIOWA SZWECJA";"406";"2991_38385";"2012-11-05 15:00:10"
"422";"ANGUILLA";"276";"3022_38358";"2012-11-05 15:00:11"
"423";"ŚWIĘTOKRZYSKIE";"100";"59_5740";"2012-11-05 15:00:10"
"424";"GRECJA ŚRODKOWA";"90";"14_4388";"2012-11-05 15:00:10"
"425";"AL AIN";"308";"372_8464";"2012-11-05 15:00:10"
"426";"TASMANIA";"109";"411_3639";"2012-11-05 15:00:11"
"427";"SŁOWENIA";"0";"263:";"2012-11-05 15:00:11"
"428";"LJUBLJANA";"427";"263_6753";"2012-11-05 15:00:10"
"429";"NEGRIL";"375";"18_724";"2012-11-05 15:00:11"
"430";"HAINAN";"104";"197_3382";"2012-11-05 15:00:10"
"431";"ANDORA";"0";"448:";"2012-11-05 15:00:10"
"432";"GRANDVALIRA";"431";"448_10676";"2012-11-05 15:00:10"
"433";"PUERTO PLATA";"352";"10_144";"2012-11-05 15:00:10"
"434";"BRATYSŁAWA";"10";"61_1857";"2012-11-05 15:00:10"
"435";"ANTWERPIA";"202";"285_38354";"2012-11-05 15:00:10"
"436";"DALAMAN";"33";"39_1421";"2012-11-05 15:00:11"
"437";"NIKOZJA";"76";"6_38410";"2012-11-05 15:00:10"
"438";"TESSIN";"323";"62_4186";"2012-11-05 15:00:10"
"439";"ESTREMADURA";"28";"15_38396";"2012-11-05 15:00:10"
"440";"WAHIBA SANDS";"391";"4534_10292";"2012-11-05 15:00:10"
"441";"MASKAT";"391";"4534_4584";"2012-11-05 15:00:10"
"442";"PIEMONT";"93";"44_1220";"2012-11-05 15:00:10"
"443";"RAS AL KHAIMAH";"308";"372_2170";"2012-11-05 15:00:11"
"444";"WYSPA LA DIGUE";"366";"2925_4135";"2012-11-05 15:00:11"
"445";"SZTOKHOLM";"406";"2991_3486";"2012-11-05 15:00:10"
"446";"WYSPA UGLJAN";"7";"5_1682";"2012-11-05 15:00:10"
"447";"CZESKA SZWAJCARIA";"1";"9_3985";"2012-11-05 15:00:10"
"448";"ALAJUELA";"252";"416_38457";"2012-11-05 15:00:10"
"449";"CARTAGO";"252";"416_38295";"2012-11-05 15:00:10"
"450";"KORFU";"90";"14_83";"2012-11-05 15:00:11"
"451";"PŁN. - ZACH. PROWINCJA";"148";"36_4331";"2012-11-05 15:00:09"
"452";"ST. MAARTEN";"276";"3022_37869";"2012-11-05 15:00:10"
"453";"SUR";"391";"4534_10289";"2012-11-05 15:00:10"
"454";"WYBRZEŻE POŁUDNIOWE";"240";"28_205";"2012-11-05 15:00:11"
"455";"CHALKIDIKI";"90";"14_1324";"2012-11-05 15:00:09"
"456";"NORWEGIA WSCHODNIA";"355";"2391_6977";"2012-11-05 15:00:10"
"457";"MONASTIR";"80";"38_117";"2012-11-05 15:00:10"
"458";"CANBERRA";"109";"411_3160";"2012-11-05 15:00:10"
"459";"CIEGO DE AVILA";"264";"21_4117";"2012-11-05 15:00:11"
"460";"MASYW CENTRALNY";"22";"13_37846";"2012-11-05 15:00:10"
"461";"CHORWACJA GÓRSKA";"7";"5_39853";"2012-10-26 04:00:02"
"462";"GREVENMACHER";"415";"5831_37848";"2012-11-05 15:00:10"
"463";"WIELKA NIZINA W?GIERSKA";"64";"41_40738";"2012-11-05 15:00:10"
"464";"LEINSTER";"153";"291_10922";"2012-11-05 15:00:10"
"465";"SINGAPUR";"0";"34:";"2012-11-05 15:00:10"
"466";"SINGAPUR";"465";"34_3085";"2012-11-05 15:00:10"
"467";"PUERTO RICO";"0";"776:";"2012-11-05 15:00:10"
"468";"ŚRODKOWE PUERTO RICO";"467";"776_40809";"2012-11-05 15:00:10"
"469";"GRENLANDIA";"102";"56_38742";"2012-11-05 15:00:10"
"470";"ORANIA";"166";"2598_38350";"2012-11-05 15:00:10"
"471";"ANGLIA PŁD. - ZACH.";"191";"288_37873";"2012-11-05 15:00:10"
"472";"ZATOKA AKABA";"217";"55_4180";"2012-11-05 15:00:10"
"473";"WYBRZE?E MALINDI";"242";"19_39204";"2012-11-05 15:00:11"
"474";"POŁUDNIOWA ISLANDIA";"212";"286_38468";"2012-10-28 06:00:02"
"475";"BERNER OBERLAND";"323";"62_4183";"2012-11-05 15:00:10"
"476";"PO?UDNIOWE PIRENEJE";"28";"15_39450";"2012-11-05 15:00:10"
"477";"DHOFAR";"391";"4534_38325";"2012-11-05 15:00:10"
"478";"NORWEGIA ZACHODNIA";"355";"2391_38475";"2012-11-05 15:00:10"
"479";"AL KARAK";"217";"55_38847";"2012-11-05 15:00:10"
"480";"WALIA";"0";"38720:";"2012-11-05 15:00:10"
"481";"PEMBROKE";"480";"38720_38723";"2012-11-05 15:00:10"
"482";"GALICJA";"28";"15_2338";"2012-11-05 15:00:10"
"483";"VARADERO";"264";"21_182";"2012-11-05 15:00:11"
"484";"CAPRIVI";"248";"2602_9638";"2012-11-05 15:00:10"
"485";"OCHO RIOS";"375";"18_8893";"2012-11-05 15:00:11"
"486";"RIO DE JANEIRO";"348";"47_2969";"2012-11-05 15:00:10"
"487";"RIWIERA OLIMPIJSKA";"90";"14_149";"2012-11-05 15:00:10"
"488";"ISRAEL";"0";"54:";"2012-11-05 15:00:11"
"489";"TEL AVIV";"488";"54_2789";"2012-11-05 15:00:11"
"490";"CONNACHT";"153";"291_6620";"2012-11-05 15:00:10"
"491";"CENTRALNA SZWAJCARIA";"323";"62_4185";"2012-11-05 15:00:10"
"492";"MARTYNIKA";"276";"3022_7718";"2012-11-05 15:00:11"
"493";"HAINAUT";"202";"285_6532";"2012-11-05 15:00:10"
"494";"WSCHODNIA SZWAJCARIA";"323";"62_5875";"2012-11-05 15:00:10"
"495";"BORNEO";"175";"2599_3297";"2012-11-05 15:00:10"
"496";"ANGLIA PŁD. - WSCH.";"191";"288_5720";"2012-11-05 15:00:10"
"497";"OSLO";"355";"2391_3484";"2012-11-05 15:00:10"
"498";"MIŃSK";"257";"5767_5768";"2012-11-05 15:00:10"
"499";"WYSPA SOLTA";"7";"5_6359";"2012-11-05 15:00:10"
"500";"TANZANIA";"0";"2989:";"2012-11-05 15:00:11"
"501";"ZANZIBAR";"500";"2989_2910";"2012-11-05 15:00:11"
"502";"VALLNORD";"431";"448_4187";"2012-11-05 15:00:10"
"503";"FUJAIRAH";"308";"372_2160";"2012-11-05 15:00:10"
"504";"SABAUDIA";"22";"13_1368";"2012-10-30 04:00:01"
"505";"CONNECTICUT";"16";"3629_38668";"2012-10-28 06:00:02"
"506";"GWADELUPA";"276";"3022_4266";"2012-11-05 15:00:11"
"507";"BAHAMY";"0";"3018:";"2012-11-05 15:00:11"
"508";"NEW PROVIDENCE";"507";"3018_4260";"2012-11-05 15:00:11"
"509";"HOMELSKI";"257";"5767_39110";"2012-11-05 15:00:10"
"510";"POLINEZJA FRANCUSKA";"0";"2988:";"2012-11-05 15:00:11"
"511";"MOOREA-MAIAO";"510";"2988_4137";"2012-11-05 15:00:11"
"512";"RHODE ISLAND";"16";"3629_38667";"2012-11-05 15:00:11"
"513";"PÓŁNOCNE WYBRZEŻE EGEJSKIE";"33";"39_38302";"2012-10-26 06:00:02"
"514";"TAHITI";"510";"2988_3332";"2012-11-05 15:00:11"
"515";"CESME";"33";"39_3699";"2012-10-26 06:00:02"
"516";"KOSICE";"10";"61_37853";"2012-11-05 15:00:10"
"517";"ZURYCH";"323";"62_5696";"2012-11-05 15:00:11"
"518";"CHORWACJA ŚRODKOWA";"7";"5_1716";"2012-11-05 15:00:11"
"519";"SŁOWACJA PŁD.";"10";"61_6162";"2012-11-05 15:00:01"
"520";"KORNWALIA";"191";"288_37856";"2012-11-05 15:00:10"
"521";"WIELKA BAHAMA";"507";"3018_7818";"2012-11-05 15:00:11"
"522";"WSCHODNIE PORTO RICO";"467";"776_38376";"2012-11-05 15:00:10"
"523";"ST. LUCIA";"276";"3022_3121";"2012-11-05 15:00:11"
"524";"BERNO";"323";"62_38429";"2012-11-05 15:00:10"
"525";"PIRENEJE";"22";"13_1475";"2012-11-05 15:00:10"
"526";"ZUID-HOLLAND";"13";"284_6038";"2012-10-26 04:00:02"
"527";"ALPY SŁOWEŃSKIE";"427";"263_3492";"2012-11-05 15:00:11"
"528";"PAMPOROVO";"24";"3_39073";"2012-11-05 15:00:08"
"529";"SAN JUAN";"467";"776_4317";"2012-11-05 15:00:10"
"530";"JAWORNIKY";"10";"61_4289";"2012-11-05 15:00:10"
"531";"PÓŁNOCNA ISLANDIA";"212";"286_38467";"2012-10-28 06:00:02"
"532";"ARUBA";"276";"3022_2144";"2012-11-05 15:00:11"
"533";"TUNIS";"80";"38_179";"2012-11-05 15:00:10"
"534";"WYBRZEŻE AZOWSKIE";"188";"67_38452";"2012-11-05 15:00:10"
"535";"ZATOKA OMA?SKA";"391";"4534_40552";"2012-11-05 15:00:10"
"536";"NIZINA DAKKALA";"127";"27_39763";"2012-11-05 15:00:10"
"537";"KSI?STWO MONAKO";"0";"38797:";"2012-11-05 15:00:11"
"538";"MONAKO";"537";"38797_3868";"2012-11-05 15:00:11"
"539";"PD. WŁOCHY";"93";"44_6124";"2012-11-05 15:00:01"
"540";"TRYDENT-GÓRNA ADYGA";"93";"44_6121";"2012-11-05 15:00:01"
"541";"SANTIAGO";"157";"801_38445";"2012-11-05 15:00:10"
"542";"ZATOKA MASIRAH";"391";"4534_40554";"2012-11-05 15:00:10"
"543";"BIESZCZADY";"100";"59_3785";"2012-11-05 15:00:10"
"544";"ANGLIA ŚR. - ZACH.";"191";"288_38471";"2012-10-28 06:00:02"
"545";"KATAR";"0";"38441:";"2012-11-05 15:00:10"
"546";"DOHA";"545";"38441_7049";"2012-11-05 15:00:10"
"547";"WYSPY NORMANDZKIE";"191";"288_38453";"2012-11-05 15:00:09"
"548";"TRNAWA";"10";"61_3339";"2012-11-05 15:00:01"
"549";"SZKOCJA";"0";"290:";"2012-11-05 15:00:10"
"550";"EDYNBURG";"549";"290_1479";"2012-11-05 15:00:10"
"551";"LA GOMERA";"28";"15_2635";"2012-11-05 15:00:10"
"552";"PODKARPACIE";"100";"59_3758";"2012-11-05 15:00:01"
"553";"MORZE MARTWE";"488";"54_2313";"2012-11-05 15:00:10"
"554";"RIWIERA SŁOWEŃSKA";"427";"263_1859";"2012-11-05 15:00:11"
"555";"PIRIN";"24";"3_39074";"2012-11-05 15:00:07"
"556";"LAPONIA";"377";"2187_4210";"2012-11-05 15:00:10"
"557";"NAIROBI";"242";"19_2784";"2012-11-05 15:00:10"
"558";"SERRA DO ESPINHACO";"348";"47_39804";"2012-11-05 15:00:11"
"559";"BORA BORA";"510";"2988_3377";"2012-11-05 15:00:11"
"560";"SHARJAH";"308";"372_2528";"2012-11-05 15:00:10"
"561";"ADRIATYK";"93";"44_2435";"2012-11-05 15:00:01"
"562";"ANTIGUA";"276";"3022_3129";"2012-11-05 15:00:11"
"563";"ZACHODNIE PUERTO RICO";"467";"776_38460";"2012-11-05 15:00:10"
"564";"FINLANDIA ŚRODKOWA";"377";"2187_10921";"2012-11-05 15:00:10"
"565";"MISSOURI";"16";"3629_38461";"2012-11-05 15:00:11"
"566";"WYSPA PHU QUOC";"98";"3030_40575";"2012-11-05 15:00:10"
"567";"IRLANDIA PÓ?NOCNA";"0";"38721:";"2012-11-05 15:00:10"
"568";"DOWN";"567";"38721_38732";"2012-11-05 15:00:10"
"569";"ANTRIM";"567";"38721_38727";"2012-11-05 15:00:10"
"570";"CZECHY";"1";"9_43";"2012-11-05 15:00:01"
"571";"WIELKA FATRA";"10";"61_3334";"2012-11-05 15:00:10"
"572";"BURGUNDIA";"22";"13_5946";"2012-11-05 15:00:10"
"573";"BAZYLEA";"323";"62_39672";"2012-11-05 15:00:10"
"574";"FERMANAGH";"567";"38721_38730";"2012-11-05 15:00:10"
"575";"NORWEGIA";"355";"2391_2390";"2012-11-05 15:00:01"
"576";"BESKIDY SŁOWACKIE";"10";"61_4023";"2012-11-05 15:00:01"
"577";"LONG ISLAND";"507";"3018_38590";"2012-11-05 15:00:11"
"578";"GOTLANDIA";"406";"2991_38386";"2012-10-28 06:00:02"
"579";"ARAGONIA";"28";"15_37957";"2012-11-05 15:00:10"
"580";"PÓŁNOCNA SZKOCJA";"549";"290_38440";"2012-11-05 15:00:10"
"581";"VERMONT";"16";"3629_38665";"2012-11-05 15:00:11"
"582";"KALININGRAD";"188";"67_8089";"2012-11-05 15:00:10"
"583";"SAWONIA";"377";"2187_39441";"2012-11-05 15:00:10"
"584";"NOWA KALEDONIA";"0";"40041:";"2012-11-05 15:00:11"
"585";"NUMEA";"584";"40041_40625";"2012-11-05 15:00:11"
"586";"POHJANMAA";"377";"2187_38360";"2012-11-05 15:00:10"
"587";"MALEDIWY";"0";"24:";"2012-11-05 15:00:11"
"588";"MALE ATOL";"587";"24_5697";"2012-11-05 15:00:11"
"589";"SALONIKI";"90";"14_152";"2012-11-01 05:00:01"
"590";"TYROL WSCH.";"58";"1_6099";"2012-11-05 15:00:01"
"591";"BELFAST";"567";"38721_6891";"2012-11-05 15:00:10"
"592";"PIENINY";"100";"59_2855";"2012-11-05 15:00:10"
"593";\N;"22";"13_0";"2012-11-05 15:00:01"
"594";"NADDUNAJSKA DOLINA";"10";"61_4235";"2012-11-05 15:00:01"
"595";"LITWA WSCHODNIA";"250";"22_10919";"2012-11-05 15:00:10"
"596";"TUAMOTU";"510";"2988_4261";"2012-11-05 15:00:10"
"597";"HUAHINE";"510";"2988_4270";"2012-11-05 15:00:10"
"598";"PO?UDNIOWA SZKOCJA";"549";"290_8112";"2012-11-05 15:00:10"
"599";"LEFKADA";"90";"14_5985";"2012-11-05 15:00:11"
"600";"FILIPINY";"0";"2603:";"2012-11-05 15:00:10"
"601";"VISAYAS";"600";"2603_4132";"2012-11-05 15:00:10"
"602";"SANTO DOMINGO";"352";"10_1424";"2012-11-05 15:00:11"
"603";"KATALONIA";"28";"15_2057";"2012-11-05 15:00:10"
"604";"GWYNEDD";"480";"38720_38725";"2012-11-05 15:00:10"
"605";"YORKSHIRE";"191";"288_37860";"2012-11-05 15:00:10"
"606";"ANGLIA PN. - ZACH.";"191";"288_37875";"2012-11-05 15:00:11"
"607";"ANGLIA WSCHODNIA";"191";"288_37858";"2012-11-05 15:00:11"
"608";\N;"93";"44_38832";"2012-10-27 06:00:02"
"609";\N;"93";"44_37832";"2012-10-27 06:00:02"
"610";\N;"93";"44_4037";"2012-11-01 06:00:02"
"611";"PODLASIE";"100";"59_2548";"2012-11-05 15:00:10"
"612";"ARI ATOL";"587";"24_5698";"2012-11-05 15:00:11"
"613";"NIEMCY PŁD.";"41";"58_6110";"2012-11-05 15:00:01"
"614";"ORAWA";"10";"61_4228";"2012-11-05 15:00:10"
"615";"WENEZUELA";"0";"42:";"2012-11-05 15:00:11"
"616";"WYSPA MARGARITA";"615";"42_2510";"2012-11-05 15:00:02"
"617";"WIELKOPOLSKA";"100";"59_5736";"2012-11-05 15:00:10"
"618";"LA ROMANA";"352";"10_6778";"2012-11-05 15:00:11"
"619";"WYSPA ILE DES PINS";"584";"40041_40624";"2012-11-05 15:00:11"
"620";"SŁOWENIA ŚRODKOWA";"427";"263_2366";"2012-11-05 15:00:11"
"621";\N;"0";"0:";"2012-11-05 15:00:01"
"622";"WYBRZEŻE KRASNODARSKIE";"188";"67_39446";"2012-11-05 15:00:10"
"623";"ST. BARTHELEMY";"276";"3022_38357";"2012-11-05 15:00:11"
"624";"PÓŁNOCNY IZRAEL";"488";"54_38747";"2012-11-05 15:00:10"
"625";"TRENCZYN";"10";"61_40547";"2012-11-05 15:00:10"
"626";"WYSPY LIPARYJSKIE";"93";"44_38796";"2012-11-05 15:00:11"
"627";"LUBELSKIE";"100";"59_4610";"2012-11-05 15:00:10"
"628";"SZWAJCARIA WSCH.";"323";"62_39784";"2012-11-05 15:00:01"
"629";"ALBANIA";"0";"3269:";"2012-11-05 15:00:10"
"630";"RIWIERA ALBAŃSKA";"629";"3269_4277";"2012-11-05 15:00:01"
"631";"SZAMPANIA";"22";"13_37958";"2012-11-05 15:00:11"
"632";"MARSA ALAM";"88";"11_228";"2012-11-05 15:00:11"
"633";"AUSTRIA";"58";"1_1406";"2012-11-05 15:00:01"
"634";"NIEMCY WSCH.";"41";"58_39830";"2012-11-05 15:00:01"
"635";"SAO PAULO";"348";"47_2519";"2012-11-05 15:00:11"
"636";"LANGWEDOCJA/HÉRAULT-AUDE";"22";"13_38625";"2012-10-26 04:00:02"
"637";"MUSANDAM";"391";"4534_4585";"2012-11-05 15:00:10"
"638";"SZWAJCARIA PŁN.";"323";"62_39765";"2012-11-05 15:00:01"
"639";"VORARLBERG";"58";"1_2718";"2012-11-05 15:00:01"
"640";"ATLAS WYSOKI";"127";"27_39757";"2012-11-05 15:00:10"
"641";"KINGSTON";"375";"18_38419";"2012-11-05 15:00:10"
"642";"SZWAJCARIA CENTRALNA";"323";"62_39766";"2012-11-05 15:00:01"
"643";"PORT ANTONIO";"375";"18_38417";"2012-11-05 15:00:10"
"644";"WŁOCHY";"93";"44_1389";"2012-11-05 15:00:01"
"645";"DISCOVERY BAY";"375";"18_4126";"2012-11-05 15:00:11"
"646";"LŠSKIE";"100";"59_10918";"2012-11-05 15:00:01"
"647";"NYANZA";"242";"19_38486";"2012-11-05 15:00:10"
"648";"KEFALONIA";"90";"14_6745";"2012-11-05 15:00:10"
"649";\N;"58";"1_41086";"2012-10-27 06:00:02"
"650";"WYSPA SILHOUETTE";"366";"2925_4131";"2012-11-05 15:00:11"
"651";"TABA";"88";"11_203";"2012-11-05 15:00:01"
"652";"TAHAA";"510";"2988_4268";"2012-11-05 15:00:10"
"653";"RZYM I LACJUM";"93";"44_6091";"2012-11-05 15:00:01"
"654";"DAHAB";"88";"11_193";"2012-11-05 15:00:02"
"655";\N;"93";"44_1576";"2012-10-27 06:00:02"
"656";"SAMANA";"352";"10_2893";"2012-11-05 15:00:11"
"657";"PORTO SANTO";"3";"31_4473";"2012-11-05 15:00:10"
"658";"LIECHTENSTEIN";"0";"3500:";"2012-11-05 15:00:10"
"659";"OBERLAND";"658";"3500_6609";"2012-11-05 15:00:10"
"660";"CENTRALNA SŁOWACJA";"10";"61_4231";"2012-11-05 15:00:10"
"661";"KARPATY UKRAI?SKIE";"206";"40_38820";"2012-11-05 15:00:01"
"662";"WYBRZE?E LAMU";"242";"19_39205";"2012-11-05 15:00:02"
"663";"SZWAJCARIA PŁD.";"323";"62_39764";"2012-11-05 15:00:01"
"664";"CENTRALNY IZRAEL";"488";"54_38759";"2012-11-05 15:00:01"
"665";"LHAVIYANI ATOL";"587";"24_5706";"2012-11-05 15:00:11"
"666";"SERBIA";"0";"3414:";"2012-11-05 15:00:01"
"667";"REJS";"0";"3693:";"2012-11-05 15:00:11"
"668";"MORZE SRODZIEMNE";"667";"3693_3010";"2012-11-05 15:00:10"
"669";"ANATOLIA WSCHODNIA";"33";"39_38918";"2012-11-05 15:00:10"
"670";"WY?YNA KENIJSKA";"242";"19_39201";"2012-11-05 15:00:10"
"671";"NILANDHE ATOL";"587";"24_38425";"2012-11-05 15:00:11"
"672";"RAA ATOL";"587";"24_5711";"2012-11-05 15:00:10"
"673";"BODRUM";"33";"39_25";"2012-11-05 15:00:10"
"674";"KARAIBY";"667";"3693_2345";"2012-11-05 15:00:10"
"675";"BOŚNIA I HERCEGOWINA";"0";"2:";"2012-11-05 15:00:02"
"676";"NEUM";"675";"2_122";"2012-11-05 15:00:02"
"677";"RIWIERA TURECKA";"33";"39_1332";"2012-11-05 15:00:02"
"678";"SENIOR - COSTA BRAVA";"28";"15_40942";"2012-11-05 15:00:02"
"679";"MACEDONIA";"0";"5764:";"2012-11-05 15:00:02"
"680";"WYSPA MLJET";"7";"5_2422";"2012-11-05 15:00:02"
"681";"INDIE";"0";"243:";"2012-11-05 15:00:02"
"682";"MAROKO";"127";"27_1143";"2012-11-05 15:00:02"
"683";"ATOL ADDU";"587";"24_4545";"2012-11-05 15:00:10"
"684";"BAA ATOL";"587";"24_5707";"2012-11-05 15:00:10"
"685";"EJLAT";"488";"54_3443";"2012-11-05 15:00:02"
"686";"ŚRODKOWA SZWECJA";"406";"2991_38743";"2012-11-05 15:00:10"
"687";"ISCHGL";"58";"1_736";"2012-10-26 06:00:02"
"688";"HAA ALIF";"587";"24_5744";"2012-11-05 15:00:10"
"689";"JORDANIA";"217";"55_214";"2012-10-26 06:00:02"
"690";"MALTA";"18";"26_112";"2012-11-05 15:00:02"
"691";"WYSPY KANARYJSKIE";"667";"3693_2070";"2012-11-05 15:00:02"
"692";"AMERYKA PÓŁNOCNA";"667";"3693_38567";"2012-11-05 15:00:02"
"693";"ALASKA I KANADA";"667";"3693_3474";"2012-11-05 15:00:10"
"694";"RIWIERA MEKSYKANSKA";"667";"3693_2347";"2012-11-05 15:00:02"
"695";"FIORDY NORWESKIE";"667";"3693_3065";"2012-11-05 15:00:02"
"696";"MORZE BAŁTYCKIE";"667";"3693_2444";"2012-11-05 15:00:02"
"697";"GAMBIA";"0";"370:";"2012-11-05 15:00:02"
"698";"BAND?UL";"697";"370_4248";"2012-11-05 15:00:02"
"699";"GRUZJA";"0";"4219:";"2012-11-05 15:00:02"
"700";"AMERYKA POLUDNIOWA";"667";"3693_3048";"2012-11-05 15:00:11"
"701";"EUROPA POŁNOCNA";"667";"3693_3049";"2012-11-05 15:00:10"
"702";"KANAŁ PANAMSKI";"667";"3693_3009";"2012-11-05 15:00:02"
"703";"ARMENIA";"0";"3443:";"2012-11-05 15:00:11"
"704";"GOA";"681";"243_2541";"2012-11-05 15:00:02"
"705";"UZBEKISTAN";"0";"3647:";"2012-11-05 15:00:11"
"706";"WYBRZE?E MALABARSKIE";"681";"243_38905";"2012-11-05 15:00:02"
"707";"MORZE KARAIBSKIE";"667";"3693_40943";"2012-11-05 15:00:11"
"708";"RASDHOO ATOL";"587";"24_5705";"2012-11-05 15:00:02"
"709";"KARAIBY POŁUDNIOWE";"667";"3693_3386";"2012-11-05 15:00:02"
"710";"LUZON";"600";"2603_4531";"2012-11-05 15:00:02"
"711";"KARAIBY WSCHODNIE";"667";"3693_3320";"2012-11-05 15:00:02"
"712";"ACAPULCO";"182";"29_2507";"2012-11-05 15:00:02"
"713";"PUERTO VALLARTA";"182";"29_2508";"2012-11-05 15:00:02"
"714";"PANAMA";"0";"2500:";"2012-11-05 15:00:11"
"715";"PANAMA POŁUDNIOWA";"714";"2500_4151";"2012-11-05 15:00:02"
"716";"PARAIBA";"348";"47_38290";"2012-11-05 15:00:10"
"717";"KOREA POŁUDNIOWA";"0";"415:";"2012-11-05 15:00:02"
"718";"JEJU";"717";"415_40599";"2012-11-05 15:00:02"
"719";"GWATEMALA";"0";"3329:";"2012-11-05 15:00:11"
"720";"ZATOKA KYONGGI";"717";"415_40591";"2012-11-05 15:00:02"
"721";"ZIMBABWE";"0";"5822:";"2012-11-05 15:00:02"
"722";"ZATOKA BAFABANO";"264";"21_39747";"2012-11-05 15:00:11"
"723";"BELIZE";"0";"6098:";"2012-11-05 15:00:02"
"724";"AMBERGRIS CAYE";"723";"6098_6107";"2012-11-05 15:00:02"
"725";"WYSPA COCHE";"615";"42_3369";"2012-11-05 15:00:02"
"726";"WYBRZE?E MORZA JAPO?SKIEGO";"717";"415_40594";"2012-11-05 15:00:02"
"727";"JAPONIA";"0";"248:";"2012-11-05 15:00:02"
"728";"SEUL";"717";"415_3328";"2012-11-05 15:00:02"
"729";"JUKATAN";"182";"29_3295";"2012-11-05 15:00:10"
"730";"ETIOPIA";"0";"412:";"2012-11-05 15:00:11"
"731";"CIE?NINA KOREA?SKA";"717";"415_40600";"2012-11-05 15:00:02"
"732";"KAMBODZA";"0";"51:";"2012-11-05 15:00:02"
"733";"WIETNAM";"98";"3030_3300";"2012-10-27 06:00:02"
"734";"BOTSWANA";"0";"3025:";"2012-11-05 15:00:11"
"735";"IRAN";"0";"3027:";"2012-11-05 15:00:11"
"736";"PANAMA PÓŁNOCNA";"714";"2500_4150";"2012-11-05 15:00:02"
"737";"SENEGAL";"0";"64:";"2012-11-05 15:00:11"
"738";"MAURITIUS";"240";"28_115";"2012-10-26 06:00:02"
"739";"BIRMA";"0";"50:";"2012-11-05 15:00:02"
"740";"MALEDIVEN";"587";"24_111";"2012-10-26 06:00:02"
"741";"DAKAR";"737";"64_4319";"2012-11-05 15:00:02"
"742";"UGANDA";"0";"3029:";"2012-11-05 15:00:11"
